vin,stock_num,first_seen,last_seen,ask_price,msrp,mileage,is_new,is_sold,color,interior_color,brand_name,model_name,dealer_id,model_year,body_class,fuel_type_primary,transmission_style,transmission_speeds,drive_type,engine_cylinders,engine_hp,displacement_l,doors,trim,turbo,electrification_level,district,city,country,state
56cb56805781234533799cc78a07e5692073d038387b3598414fcfbee5be0858,7790,2018-11-09,2019-03-09,18000,19580,0,True,False,Super Black,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Visitacion Valley,United States,America/Los_Angeles
6c82d0dcab6f97c82bd4c1a399fc299e910b1846b5b96b01367e50a65b4abe54,7703,2018-11-02,2019-03-09,18890,20390,0,True,False,Brilliant Silver Metallic,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Ada,United States,America/Chicago
b027044ff577a7b5b88861dee7a79475e261fd906aa7eb87b1850f28501f59c2,8410A,2019-03-10,2019-03-11,0,0,0,False,False,White,Jet Black,CHEVROLET,Cruze,11582,2014,Sedan/Saloon,Gasoline,Automatic,,,4.0,,1.4,4.0,,Yes,,,Martinsburg,United States,America/New_York
e1af72c3677335e766d7d8612c54dc52012fc695e4a6f1ee19a9b016a1aac724,7790A,2019-03-10,2019-03-11,10000,10000,0,False,False,Iridium Graphite Metallic,Black,NISSAN,Rogue,11582,2010,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Morningside Heights,United States,America/New_York
7a02d83c331fe3dfa7ee44bcd3789719d3d0296dcaf3654471be4749f43d6cb8,N9269A,2019-03-10,2019-03-11,0,0,0,False,False,Silver,,KIA,Rondo,11582,2008,Wagon,Gasoline,Automatic,5.0,FWD,6.0,185.0,2.7,,,,,,Scottsdale,United States,America/Phoenix
08618dcd5915a0024a3e20ce2c4a3a609bc8bdf23e683f7fcc84e903e08481e7,8360B,2019-03-10,2019-03-11,0,0,0,False,False,Solar Yellow,,NISSAN,Xterra,11582,2001,Wagon,Gasoline,,,4WD,,,3.3,4.0,,,,,North Lauderdale,United States,America/New_York
375373e00e53a2eeb2f6ac71718d99c7b481e1a7ed5aae09543b9ec28049d7ce,N9300,2018-12-11,2019-03-11,16500,18500,0,False,False,White,Jet Black,CHEVROLET,Equinox,11582,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,FWD,4.0,,1.5,4.0,,Yes,,,Mira Mesa,United States,America/Los_Angeles
6e2d012cab13b1445b884e16fba2d1ad1e0804a240e5ad6f63f02e1d3a7a5242,7334,2018-09-18,2019-03-12,19500,20390,0,True,False,Fresh Powder,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Lompoc,United States,America/Los_Angeles
c40a759d4e81a4dd75185a472c75195fc48de8cf4523380d8d00383accc543cc,8399,2019-03-10,2019-03-12,31000,34390,0,True,False,Glacier White,Charcoal,NISSAN,Pathfinder,11582,2019,Wagon,Gasoline,,,4WD,,,3.5,4.0,,,,,Kendall,United States,America/New_York
69f05fd22c77a63609ba21e3de44b190bd596a247b450b6ea27a758283311af7,8398,2019-03-07,2019-03-12,55000,57780,0,True,False,Mocha Almond Pearl,Charcoal,NISSAN,Armada,11582,2019,Wagon,Gasoline,,,4WD,,,5.6,4.0,,,,,New City,United States,America/Chicago
e10749461e0a6ebdb36c06db0dade68f797157d654087ee415bc33ad6c970146,8376,2019-03-07,2019-03-12,26730,28730,0,True,False,Gun Metallic,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Visitacion Valley,United States,America/Los_Angeles
180ed199c90235026d0b48179321f44a58af42a474e066d6a105ba1363c71bd1,7636A,2019-03-07,2019-03-12,10000,10000,0,False,False,Graphite Blue,Charcoal,NISSAN,Sentra,11582,2015,Sedan/Saloon,Gasoline,,,FWD,4.0,,1.8,4.0,,,,,Norwalk,United States,America/New_York
d6639e400beedd64c560c2837fa557c507229b8c4744c1436e5c9df78bbbedb9,8044A,2019-02-28,2019-03-12,16500,17500,0,False,False,Gun Metallic,Charcoal,NISSAN,Rogue,11582,2016,Wagon,Gasoline,,,4WD,4.0,,2.5,4.0,,,,,Bryn Mawr-Skyway,United States,America/Los_Angeles
2f599395e9c8a49089a092685471436e6c76d59eb775e9559b03ac657ec7a1f3,8162A,2019-02-23,2019-03-12,16500,16500,0,False,False,Black,Jet Black,CHEVROLET,Malibu,11582,2016,Sedan/Saloon,Gasoline,,,,4.0,,1.5,4.0,,Yes,,,Bothell West,United States,America/Los_Angeles
5d73803443a43feed3dcfbf558040d51c70330f5acea5cb83719c3983d6cc7df,8004A,2019-02-18,2019-03-12,24000,24000,0,False,False,White,Charcoal,NISSAN,Rogue,11582,2017,Wagon,Gasoline,,,4WD,4.0,170.0,2.5,4.0,,,,,Rosedale,United States,America/New_York
a07f941316dc0da753dc4928e9d27fbe6c402f6f3058072919ec3f8dcfd603db,8260A,2019-02-18,2019-03-12,13000,13000,0,False,False,Monaco White,Black,HYUNDAI,Elantra,11582,2015,Sedan/Saloon,Gasoline,,,,,,1.8,4.0,,,,,Canton,United States,America/Detroit
03da625f4cb5dbf8c17bd118bbfdd92ed8547b98c018547e7ebf829703152421,8259,2019-02-06,2019-03-12,24055,27055,0,True,False,Sunset Drift Chromaflairâ®,Sport Interior,NISSAN,Altima,11582,2019,Sedan/Saloon,Gasoline,CVT,,4x2,,,2.5,4.0,Grade SR,,,,Boston,United States,America/New_York
5ab9fc250b812e5e96d483fe65065eb6582b9dd938a5e5b12f62a61728005da7,7579A,2019-01-24,2019-03-12,25500,26500,0,False,False,Gray,Black,HONDA,CR-V,11582,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,CVT,,,4.0,190.0,1.5,5.0,,Yes,,,West Des Moines,United States,America/Chicago
a18f43951143cebdc65d40e6a65f33fa5dedf36ed624a6886c2b96518b27327a,N9271,2018-12-05,2019-03-12,34250,36500,0,False,False,Magnetic Black,Charcoal,NISSAN,Pathfinder,11582,2018,Wagon,Gasoline,,,4WD,6.0,,3.5,4.0,,,,,Utica,United States,America/New_York
bab13a46aa6649df24a627355745846734582861b0c889785bd054851e85a6dd,N9274,2018-12-05,2019-03-12,19500,20000,0,False,False,Brilliant Silver,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4x2,4.0,170.0,2.5,4.0,,,,,Middle River,United States,America/New_York
2864487ba0ee992bd305c0e7e3ba1c393220c14dcfa562884e0a74c3b99b535d,7856,2018-11-18,2019-03-12,18890,20390,0,True,False,Fresh Powder,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Massapequa,United States,America/New_York
740f9b69a7e495320b38df6c4baada64f16cc62725347a26f613da3b34893ee7,N9297,2018-12-09,2019-03-13,20500,23000,0,False,False,Gunmetal,Charcoal,NISSAN,Rogue Sports,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Camarillo,United States,America/Los_Angeles
48f8fd3f058dc8959cf69e29c962376cda6e799e4dcc04320e31a4a90b465321,7351,2018-09-20,2019-03-14,35847,39505,0,True,False,Glacier White,Graphite,NISSAN,NV,11582,2018,Van,Gasoline,,,,,,5.6,,High Roof,,,,Yonkers,United States,America/New_York
1a0caab5b5e08c7debd9ed4b71cad835aebce3fd9e5708d01094cfdf3a7fda08,8402A,2019-03-10,2019-03-14,21000,21000,0,False,False,Palatial Ruby,Charcoal,NISSAN,Rogue Sports,11582,2017,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Canton,United States,America/Detroit
55f1b07762aa99b8c990cd3c6dbe3cf766c6bcdcf660bdd3f9b15752e37ebfc1,8362A,2019-02-28,2019-03-14,18000,18000,0,False,False,Brilliant Silver,Charcoal,NISSAN,Rogue,11582,2017,Wagon,Gasoline,,,4WD,4.0,170.0,2.5,4.0,,,,,Woodlawn,United States,America/New_York
8e37b3aac9a60a6574867c859fc63f6891e618cb0597215ee18396c08ee12722,7386A,2019-02-25,2019-03-14,10000,10000,0,False,False,Super Black,Charcoal,NISSAN,Sentra,11582,2015,Sedan/Saloon,Gasoline,,,FWD,4.0,,1.8,4.0,,,,,Keene,United States,America/New_York
41fc9ca705b727d38fb36fc5ef3bbe9a5ad575e635954e40d3954861fcd85424,8341,2019-02-21,2019-03-14,25930,27930,0,True,False,Gun Metallic,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Iron River,United States,America/Menominee
fbcbe2c4b4584682f407b064bc4c049de7cc94e8dbabbc38fb67146f1579f2fe,9017A,2017-08-20,2019-03-15,10250,16000,0,False,False,White,Jet Black,CHEVROLET,Cruze,11582,2016,Sedan/Saloon,Gasoline,Automatic,,,4.0,138.125251,1.8,4.0,Limited,,,,Gainesville,United States,America/New_York
27c1c7f3f56edc445336376a7a9b14178e90afb407586bdd1f154c847ae19e9a,7415,2018-10-07,2019-03-15,21080,21430,0,True,False,Cayenne Red,Charcoal,NISSAN,Kicks,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,,,,1.6,4.0,,,,,New City,United States,America/Chicago
0dc21b71e5416f1dcde50308cd1869e37f9c3bc5e40c263268619ed4b92a5212,7514,2018-10-17,2019-03-15,18880,20380,0,True,False,Super Black,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Glendale,United States,America/Los_Angeles
5e707bb2f02ddf65f04f11a848ebd481bdc8d23ea20e12f790718c059ae23555,7416,2018-10-07,2019-03-15,21265,21615,0,True,False,Aspen White/super Black,Charcoal,NISSAN,Kicks,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,,,,1.6,4.0,,,,,Norco,United States,America/Los_Angeles
9fc88cef48e16a54fb77a0024660502eb3f602ef43bd8eb61eae05dbf2bc89f4,7818A,2017-06-05,2019-03-15,9000,11500,0,False,False,Super Black,Charcoal,NISSAN,Sentra,11582,2014,Sedan/Saloon,Gasoline,,,4x2,4.0,,1.8,4.0,,,,,Newburgh,United States,America/New_York
866e1f7ab633d98969ee042c9d62dee28d254ded131c918038e1a99258940d23,6315A,2018-08-02,2019-03-15,7000,10000,0,False,False,Black,Black,HYUNDAI,Veloster,11582,2012,Coupe,Gasoline,,,,,,1.6,3.0,,,,,Porterville,United States,America/Los_Angeles
9149710f50b13d5b1973c873ef99222f959afbc1455d97f2206246cf080db1c3,8255A,2019-03-07,2019-03-15,14000,14000,0,False,False,Black,Charcoal,NISSAN,Sentra,11582,2018,Sedan/Saloon,Gasoline,,,4x2,4.0,130.0,1.8,4.0,,,,,Canton,United States,America/Detroit
560f3721e5ef597f03115cac60d120019048747a0379514df79893e0f0de63d5,N9437,2019-02-28,2019-03-15,42354,42354,0,False,False,Black,Ebony,FORD,Expedition,11582,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Flexible Fuel Vehicle (FFV),Automatic,10.0,4WD,6.0,310.0,3.5,4.0,,,,,Pahrump,United States,America/Los_Angeles
89345ddf9bc9c3c8431249c9475afaf0d28043afa11d1aa7afdc1db0a1ba09f6,8325,2019-02-27,2019-03-15,25435,28435,0,True,False,Pearl White,Sport Interior,NISSAN,Altima,11582,2019,Sedan/Saloon,Gasoline,CVT,,4x2,,,2.5,4.0,Grade SR,,,,Scotch Plains,United States,America/New_York
b643f4a684876995455bb333943e8b9d2e6c6066ef52a08e22405c9d4ada5569,8306,2019-02-14,2019-03-15,22210,25210,0,True,False,Gun Metallic,Dark Interior,NISSAN,Altima,11582,2019,Sedan/Saloon,Gasoline,CVT,,4x2,,,2.5,4.0,Grade S,,,,Bryn Mawr-Skyway,United States,America/Los_Angeles
4051a2de8d50dbb8c7dc19f6ea08c5b824ca2fb0aab4d094eb5d306cf14376fa,7761A,2019-01-28,2019-03-15,13000,13000,0,False,False,Graphite Blue,Charcoal,NISSAN,Sentra,11582,2017,Sedan/Saloon,Gasoline,,,4x2,4.0,130.0,1.8,4.0,,,,,Sterling,United States,America/New_York
a1c71fd8867fab5a661743cda1e61988cbcb1a75de0e2f357887a2e354c7c873,6995A,2019-01-28,2019-03-15,16000,16000,0,False,False,Summit White,Jet Black,GMC,Terrain,11582,2015,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,FWD,4.0,,2.4,4.0,,,,,Pahrump,United States,America/Los_Angeles
da363f5120942b88de7c1eedb5956a38df4b88c740ef22e318e561972d02fdb5,8098,2018-12-28,2019-03-15,17780,19780,0,True,False,Super Black,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Glendale,United States,America/Los_Angeles
70f4d20bcc253a0a843077112b1873f73b9243a72a7298ad88fdd7d60c2d6548,N9291,2018-12-09,2019-03-15,19500,20000,0,False,False,Gun Metallic,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4x2,4.0,170.0,2.5,4.0,,,,,Dumont,United States,America/New_York
81fda6a869d56884dafb758f2ab455ea87aa41da726ff481cffa0cc8e8b8fbc3,7781,2018-11-13,2019-03-15,19555,21055,0,True,False,Red Alert,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Porterville,United States,America/Los_Angeles
33420b33d8329e8356c75d650a20c734bf479d84ac1a2663ffba07501c33dbde,N9031,2018-09-14,2019-03-16,30000,37000,0,False,False,Pearl White,Charcoal,NISSAN,Maxima,11582,2018,Sedan/Saloon,Gasoline,,,4x2,6.0,,3.5,4.0,,,,,Pleasant Prairie,United States,America/Chicago
96dcdb7b5527bbc9e0d734dd1912c0bbb8daf899a794ca0bc580f1738e1c662d,N9429,2019-02-28,2019-03-16,20500,20500,0,False,False,Caspian Blue,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4WD,4.0,170.0,2.5,4.0,,,,,New City,United States,America/Chicago
c83ff1a6870533741b5a1db1b23ed84a7b8df64478083b56749f7eebf27e3a08,N9302,2018-12-11,2019-03-16,19000,23000,0,False,False,Black,Black,DODGE,Journey,11582,2018,Hatchback/Liftback/Notchback,Gasoline,Automatic,6.0,FWD,6.0,283.0,3.6,4.0,JC,No,,,Boston,United States,America/New_York
9489f25a548b4113ae1eb0853b0980f501640f17f6aa91fa3ecdb487a2e82fd4,N9278,2018-12-05,2019-03-16,19500,20000,0,False,False,Brilliant Silver,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4x2,4.0,170.0,2.5,4.0,,,,,Fairview Heights,United States,America/Chicago
383bccd1756744b2fc31ff9192febb57a006b1cab82c140d34ee4f933c599178,7488,2018-10-17,2019-03-17,18385,19885,0,True,False,Gun Metallic,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,New Canaan,United States,America/New_York
6ed4016219181b44267416e719a7adbc80d6e4dabb7091ec81192e0df514e6a9,7495,2018-10-17,2019-03-17,19390,19740,0,True,False,Super Black,Charcoal,NISSAN,Kicks,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,,,,1.6,4.0,,,,,Belle Glade,United States,America/New_York
2aee183ea68f8be75cf9dfa9f4301005bd650a84f044c856f9ecb462b2ee1d14,N9486,2019-03-15,2019-03-17,21000,21000,0,False,False,Black,Charcoal Black,FORD,Explorer,11582,2012,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,290.0,3.5,4.0,,,,,Gainesville,United States,America/New_York
40e42f909e46fe0f8515798e66d5d75ce3d5695b7e378e3abf0eacdd9032a2c3,8365,2019-03-07,2019-03-17,25930,27930,0,True,False,Magnetic Black Pearl,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Huntley,United States,America/Chicago
1b7f71be8de863490ef1d0ac3277febab3c0a42967db450098e59634079dfa21,N9446,2019-03-01,2019-03-17,30000,30000,0,False,False,Deep Blue Pearl,Charcoal,NISSAN,Maxima,11582,2018,Sedan/Saloon,Gasoline,,,4x2,6.0,,3.5,4.0,,,,,Covington,United States,America/New_York
7d87d5d6c27858249a457353a85231da0c59e8511ee3bdf2789ab3aeb0c0d2e8,N9448,2019-03-01,2019-03-17,28000,28000,0,False,False,Pearl White,Charcoal,NISSAN,Pathfinder,11582,2018,Wagon,Gasoline,,,4WD,6.0,,3.5,4.0,,,,,Pekin,United States,America/Chicago
a97078093b853260a9a059a76ca2da65fd89e891f7ab9021a303033645d09276,8338,2019-02-21,2019-03-17,27410,29410,0,True,False,Pearl White Tricoat,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Fayetteville,United States,America/New_York
824528d0e42d85773a4c2b2ae784eb08e79d9aa56fa37f1289e49817a7fc896e,N9377,2019-02-02,2019-03-17,25000,26500,0,False,False,Silver,Light Gray,NISSAN,Rogue Sports,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Lexington,United States,America/New_York
744aa53825025b7acc10bffe92e07bf11e90934bf546aaddffe32aaf165ca317,N9372,2019-02-02,2019-03-17,21000,21000,0,False,False,Gunmetal,Charcoal,NISSAN,Rogue Sports,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Longview,United States,America/Chicago
80aaa8d649200c175cd77e96b7e6a00a44218e691c206ee471f46c14d24bfdec,6991A,2019-01-28,2019-03-17,20000,22000,0,False,False,Palatial Ruby,Charcoal,NISSAN,Rogue Sports,11582,2017,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Pleasant Prairie,United States,America/Chicago
b4afe31e40e8711aa11e71cdbeef69a9df2eba929ba0ac1683b0b72ed930d810,8225,2019-01-24,2019-03-17,18025,20025,0,True,False,Gun Metallic,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Collinwood,United States,America/New_York
2a6399ba4af95a1be898c31c200c5799898d5776d1a5afdfee0d53f9221d659b,N9357,2019-01-20,2019-03-17,20000,20000,0,False,False,Caspian Blue,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4WD,4.0,170.0,2.5,4.0,,,,,Tyler,United States,America/Chicago
8ea259b61feb3f61bb3c3eb1c80dcc283f0ae52d3be4ac2ae17619fefd228204,7944,2018-12-09,2019-03-17,27545,29545,0,True,False,Brilliant Silver Metallic,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Porterville,United States,America/Los_Angeles
0cf64091e777e1fc20590c8cd42292e46b1df272d9fc018fbb6e2b0470287a14,7907,2018-11-27,2019-03-17,20000,21485,0,True,False,Red Alert,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,West Des Moines,United States,America/Chicago
2dca4ef897d43c00232c781db65ffa38aa7ed1c141573b9d2c759150e33be8fa,8202A,2017-12-01,2019-03-18,12000,16500,0,False,False,Brilliant Silver,Charcoal,NISSAN,Altima,11582,2015,Sedan/Saloon,Gasoline,,,FWD,4.0,,2.5,4.0,,,,,Ada,United States,America/Chicago
ea1f2f99ed8a76afa924cd263f9c6aea3c4bb4a783e46fc50582f903a7a09782,N9372A,2019-03-18,2019-03-18,0,0,0,False,False,Gray,,CHEVROLET,Aveo,11582,2008,Sedan/Saloon,,,,,4.0,,1.6,4.0,,,,,Waverly,United States,America/Detroit
99dd9a6c17f4cf05c0db46a15087b4552926402088f0a4080fcb6cac7881b83f,N9448A,2019-03-18,2019-03-18,0,0,0,False,False,,,HONDA,Odyssey,11582,2004,Minivan,Gasoline,Automatic,5.0,,6.0,240.0,3.474057568,4.0,EXL-RES,,,,Taunton,United States,America/New_York
121873ece55715f002a99cc9cf870ae2a2fb2bb031a5178a8ca8d0cfae5365ab,N9318,2018-12-19,2019-03-18,21000,21000,0,False,False,Black,Charcoal,NISSAN,Rogue Sports,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,4WD,,,2.0,4.0,,,,,Woodbridge,United States,America/New_York
f5e794488f44d8fffb0736d1d4c57eefa27f35fd9b3de9ad230153e1351779f5,N9019,2018-09-09,2019-03-19,30000,37000,0,False,False,Super Black,Charcoal,NISSAN,Maxima,11582,2018,Sedan/Saloon,Gasoline,,,4x2,6.0,,3.5,4.0,,,,,Camarillo,United States,America/Los_Angeles
c21960cd8a809e452be2f48bdefc9a3a886434b3426213b51a704c7b9fcc4bf2,8085A,2017-03-30,2019-03-19,12500,12500,0,False,False,Gun Metallic,Charcoal,NISSAN,Altima,11582,2015,Sedan/Saloon,Gasoline,,,FWD,4.0,,2.5,4.0,,,,,Massapequa,United States,America/New_York
e1b986d2ca52cf7f5307dc68d432ca43eab0bb780b3d5b7933d9574f3965b3f6,6991B,2019-03-18,2019-03-19,8000,8000,0,False,False,Bright Silver Metallic,Gray,KIA,Optima,11582,2013,Sedan/Saloon,Gasoline,,,,,,2.4,4.0,,,,,Hutchinson,United States,America/Chicago
7e8ae575a2beedaffc5b28143ce3cda445bd264c29eacd4e01267d56020c43e6,7448A,2018-09-30,2019-03-19,17250,19000,0,False,False,Cayenne Red,Charcoal,NISSAN,Rogue,11582,2016,Wagon,Gasoline,,,4WD,4.0,,2.5,4.0,,,,,Encinitas,United States,America/Los_Angeles
038fdcc962b469c9d836d40370a289dd7d4f103155ed4ef3b001d6d0d54d155c,6492,2018-04-21,2019-03-19,30000,31295,0,True,False,Glacier White,Steel,NISSAN,Frontier,11582,2018,Pickup,Gasoline,,,4WD,,,4.0,,,,,,Fitchburg,United States,America/New_York
e959cf76cb0668ca498f970140014bae5c371bffd9c3f9bef5a926b0a7a3c5aa,7085,2018-08-01,2019-03-19,32623,36145,0,True,False,Glacier White,Graphite,NISSAN,NV,11582,2018,Van,Gasoline,,,,,,4.0,,High Roof,,,,Massapequa,United States,America/New_York
b05956089e0dc41db68804ec02ee11aaa2f9a4aad11ca82b12d3fbab83df4921,8438,2019-03-16,2019-03-19,18785,20785,0,True,False,Scarlet Ember Tintcoat,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,New Canaan,United States,America/New_York
84eb877bf001ded94971b3a3000b53008e07141808e30353beb9e4c53cf8fc95,8403,2019-03-12,2019-03-19,25010,28010,0,True,False,Gun Metallic,Sport Interior,NISSAN,Altima,11582,2019,Sedan/Saloon,Gasoline,CVT,,4WD,,,2.5,4.0,Grade SR,,,,South Lawndale,United States,America/Chicago
009becac5c52484c3140c34b3d4ae61d10e729e29394bd17b3d7b3242fbd3c6e,8413,2019-03-12,2019-03-19,44605,46605,0,True,False,Magnetic Black Pearl,Graphite,NISSAN,Murano,11582,2019,Wagon,Gasoline,,,4WD,,,3.5,4.0,,,,,Kent,United States,America/Los_Angeles
7e538a5b978a07f7897a02ae0d1799453b0421e508e63d793151049f915c4b2c,N9439,2019-02-28,2019-03-19,41000,41000,0,False,False,Black,Diesel Gray/black,RAM,1500,11582,2017,Pickup,Gasoline,,,4WD,8.0,395.0,5.7,,SLT,No,,,Kearns,United States,America/Denver
a58efe052e8ed2997a6cf8dd27b9234368a74e622ec4ad526c225f82fff555ff,8061B,2019-02-18,2019-03-19,18500,18500,0,False,False,Gray,Black,DODGE,Charger,11582,2016,Sedan/Saloon,Gasoline,,,RWD,6.0,,3.6,4.0,SXT,No,,,Redding,United States,America/Los_Angeles
20f71cafc199ce7c4584f50de691bf68ce975941b97e38cefcf10a0f5f91aa99,8261,2019-02-09,2019-03-19,30000,32900,0,True,False,Magnetic Black Pearl,Charcoal,NISSAN,Pathfinder,11582,2019,Wagon,Gasoline,,,4x2,,,3.5,4.0,,,,,Bothell West,United States,America/Los_Angeles
e42ff5066389cbfc2305651329170e9c47d360b68dc676762bb04576b63b5f4a,7742A,2019-01-30,2019-03-19,12000,12000,0,False,False,Black,Charcoal,NISSAN,Sentra,11582,2016,Sedan/Saloon,Gasoline,,,4x2,4.0,,1.8,4.0,,,,,Gilbert,United States,America/Phoenix
fcb5ce7a9d0d1fad6ca7a83a67669643538e34308272043ebcbbce069d5602e7,8231,2019-01-20,2019-03-19,28985,30985,0,True,False,Midnight Pine Metallic,Charcoal,NISSAN,Rogue,11582,2019,Wagon,Gasoline,,,4WD,,,2.5,4.0,,,,,Boston,United States,America/New_York
9d6779658ba3e2de902aac0d8c580d770009e21aeef2e0fc403de51c8bef123a,N9356,2019-01-20,2019-03-19,20000,20000,0,False,False,Glacier White,Charcoal,NISSAN,Rogue,11582,2018,Wagon,Gasoline,,,4WD,4.0,170.0,2.5,4.0,,,,,South Lawndale,United States,America/Chicago
0581afa3475d98a4f9d278158e799e856470a6f2efb4778f4aaeb24d58ef93e2,8172A,2019-01-04,2019-03-19,6500,8000,0,False,False,Black,Charcoal,NISSAN,Murano,11582,2004,Wagon,Gasoline,,,AWD,6.0,,3.5,4.0,,,,,South Whittier,United States,America/Los_Angeles
2a4904b63f68f14bad2539d31cc5a094064496bb5b121e6b9e6531d7c5065faa,N9256A,2018-12-31,2019-03-19,16000,18000,0,False,False,Black,Black,NISSAN,Juke,11582,2016,Wagon,Gasoline,,,4WD,4.0,,1.6,4.0,Base/Nismo,,,,Pottstown,United States,America/New_York
bb8cce783e7860babbecca23b4ebfa0ad1623450e79e6c9022392fb138a61b6f,9020,2018-12-30,2019-03-19,18380,20380,0,True,False,Gun Metallic,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Hueytown,United States,America/Chicago
bf2046adeebc229772444f73f7c15afd7dbfcc253762ea9a18ac5d87a96da8e8,8096,2018-12-28,2019-03-19,17780,19780,0,True,False,Brilliant Silver Metallic,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Taunton,United States,America/New_York
0fdf84f5fc03a6cccf17657dc4d0577020f51a6d92845d5059fe2f54133ee9ea,7991,2018-12-19,2019-03-19,19795,21795,0,True,False,Super Black,Charcoal,NISSAN,Sentra,11582,2019,Sedan/Saloon,Gasoline,,,4x2,,,1.8,4.0,,,,,Harrisburg,United States,America/New_York
82907e3d0fd125246f1dbee04cdc8e88db2b1d8245796119fa21ae6b6c5e97ee,7935,2018-12-05,2019-03-19,67000,70185,0,True,False,Pearl White Tricoat,Charcoal,NISSAN,Armada,11582,2019,Wagon,Gasoline,,,4WD,,,5.6,4.0,,,,,Carlsbad,United States,America/Denver
0bac06862545cddb7b6150c7e84894861ae256291e76bf6a766c20bdc63118ce,7566,2018-10-23,2019-03-19,19215,19565,0,True,False,Gun Metallic,Charcoal,NISSAN,Kicks,11582,2018,Hatchback/Liftback/Notchback,Gasoline,,,,,,1.6,4.0,,,,,Sicklerville,United States,America/New_York
33a5c116ff5660dd68fb09ede06a9a57130f6d0762474514468095e8a9569756,N9010,2018-09-09,2019-03-21,48000,55000,0,False,False,White,Black/brown,NISSAN,Armada,11582,2018,Wagon,Gasoline,,,4x2,8.0,390.0,5.6,4.0,,,,,Brentwood Estates,United States,America/Chicago
7fa8e40f5bac2e854bd4a9f8328f56e8b6b72bc0df96b36e20dfb9d512f7f1d9,N9031A,2019-03-18,2019-03-21,18000,18000,0,False,False,Gray,Charcoal,NISSAN,Altima,11582,2017,Sedan/Saloon,Gasoline,,,4x2,4.0,,2.5,4.0,,,,,Rosedale,United States,America/New_York
